uri|name|danceability|energy|loudness|speechiness|acousticness|instrumentalness|liveness|valence|tempo|duration_ms|popularity|explicit|album_name|artist_name_1|artist_uri_1|artist_name_2|artist_uri_2|release_album_date
spotify:track:2RqtfcLB7iOZj0zYB8Auhu|Jealous|0.7|0.701|-3.834|0.161|0.013|0.0|0.461|0.38|93.012|223106|68|False|Nick Jonas X2|Nick Jonas|spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi|||2015-11-20
spotify:track:7Jkj6H2KxFh0yqyqnlJtYZ|Get You Home|0.648|0.903|-4.397|0.0638|0.0745|0.0|0.135|0.898|110.0|190213|0|False|Get You Home|Nick Fradiani|spotify:artist:0YklCNXJmtsiaFPCEjWXut|||2016-03-10
spotify:track:6VINmnhzfy08VJKkzzkLHN|I Took A Pill In Ibiza|0.692|0.319|-10.27|0.0634|0.636|1.44e-06|0.152|0.368|74.035|281426|0|True|The Truth|Mike Posner|spotify:artist:2KsP6tYLJlTBvSUxnwlVWa|||2015-06-22
spotify:track:1XIh7vGeTRTbCmWAX6A8u8|Cult of Personality|0.508|0.911|-3.425|0.0501|0.00176|3.59e-05|0.497|0.553|91.983|294160|46|False|Everything Is Possible: The Very Best of Living Colour|Living Colour|spotify:artist:6Uhp7WA6sjm5ZL6Xz561de|||2006
spotify:track:1IbFHfVWUDNkhSY9PWt9th|Exile Vilify (From the Game Portal 2)|0.512|0.373|-11.765|0.0289|0.777|0.501|0.11|0.204|120.059|285000|49|False|Exile Vilify (From the Game Portal 2) - Single|The National|spotify:artist:2cCUtGK9sDU2EoElnk0GNB|||2011-04-19
spotify:track:1FyfPd5AMMjrorTdu3wASG|Lucretia My Reflection|0.602|0.776|-9.204|0.0311|0.129|0.77|0.193|0.923|129.458|297159|40|False|Floodland (2006 Remaster; Expanded Deluxe Version)|Sisters of Mercy|spotify:artist:4HxBVyHaUa60eCSsJWxwWR|||1987
spotify:track:2IdIDG4fQfOTEs4b1QbdkT|Dominion / Mother Russia (Medley) - 2006 Remaster|0.608|0.894|-12.356|0.0436|0.0032|0.095|0.315|0.385|120.2|420399|29|False|Floodland (2006 Remaster; Expanded Deluxe Version)|Sisters of Mercy|spotify:artist:4HxBVyHaUa60eCSsJWxwWR|||1987
spotify:track:7lcJvpN47IHlkpCsz7aP4d|This Corrosion|0.526|0.862|-10.078|0.0636|0.108|0.000793|0.697|0.637|150.545|570694|29|False|Floodland Collection|Sisters of Mercy|spotify:artist:4HxBVyHaUa60eCSsJWxwWR|||1987-11-13
spotify:track:1lHXlGlve5Zx8tXLhyjDwM|Makes Me Wonder|0.803|0.851|-2.429|0.0357|0.00485|0.000358|0.0577|0.881|113.996|211080|61|True|It Won't Be Soon Before Long.|Maroon 5|spotify:artist:04gDigrS5kc9YWfZHwBETP|||2007-01-01
spotify:track:279D0iY34aVyZWTxsAPYUd|Bottom of the River|0.666|0.641|-5.751|0.0887|0.571|0.0|0.0955|0.738|74.684|201240|45|False|Bottom of the River|Delta Rae|spotify:artist:0iidQFemlPhkoHqFroz2my|||2012-05-04
spotify:track:79fXdfpOPGaXO1gfdq2onl|All of Me|0.507|0.0677|-13.766|0.0406|0.978|2.74e-05|0.132|0.355|105.393|181826|49|False|Billie Holiday Love Songs|Billie Holiday|spotify:artist:1YzCsTRb22dQkh9lghPIrp|||1996-01-30
spotify:track:7bEcx2rz3QXFHOJRGoAqZr|God Bless The Child|0.491|0.194|-11.441|0.0365|0.961|0.0|0.105|0.36|98.475|238066|0|False|The Complete Verve Studio Master Takes|Billie Holiday|spotify:artist:1YzCsTRb22dQkh9lghPIrp|||2005-01-01
spotify:track:5JVaLLf6TyhqW3ly8ZOqvN|I Must Have That Man (with Teddy Wilson & His Orchestra)|0.712|0.146|-14.663|0.0603|0.821|0.0|0.0768|0.451|91.578|174706|9|False|Lady Day: The Complete Billie Holiday On Columbia - Vol. 2|Billie Holiday|spotify:artist:1YzCsTRb22dQkh9lghPIrp|Teddy Wilson|spotify:artist:0tg5uVI4VjzZOFzBryJZii|1936
spotify:track:4z6d79RAbC5q0VAqPQas8W|I'll Wait and Pray|0.475|0.0588|-17.464|0.0418|0.89|0.0238|0.129|0.241|115.642|206360|48|False|The Atlantic Studio Album Collection|John Coltrane|spotify:artist:2hGh5VOeeqimQFxqXvfCUf|||2015-02-13
spotify:track:6Vm43U4oIblA5CjKzWXTFY|Part-Time Lover|0.692|0.836|-6.433|0.0517|0.162|0.0|0.0905|0.953|174.493|222400|0|False|Number 1's|Stevie Wonder|spotify:artist:7guDJrEfX3qb6FEbdPA5qi|||2007-01-01
spotify:track:098DRq2EpYSun5kAj7NfWa|Private Eyes|0.823|0.778|-12.313|0.0475|0.331|0.0|0.0799|0.862|121.033|208173|35|False|Greatest Hits--Rock 'n' Soul, Part 1|Daryl Hall & John Oates|spotify:artist:77tT1kLj6mCWtFNqiOmP9H|||1983-10-18
spotify:track:5cOM0fTHceCkJVwuyHdMnk|Who Can It Be Now?|0.816|0.791|-4.21|0.0372|0.0353|0.000345|0.17|0.963|128.521|200493|56|False|The Best Of Men At Work: Contraband|Men At Work|spotify:artist:0f3EsoviYnRKTkmayI3cux|||1996-02-01
spotify:track:4dwrL3Z5U2RZ6MZiKE2PgL|Superstition|0.648|0.751|-8.582|0.0806|0.0182|0.000401|0.0418|0.863|100.437|244826|0|False|Number 1's|Stevie Wonder|spotify:artist:7guDJrEfX3qb6FEbdPA5qi|||2007-01-01
spotify:track:0W9T9p7CncUGDQqtPE3UNB|Undecided|0.608|0.297|-9.815|0.369|0.882|0.0|0.103|0.966|206.567|201160|0|False|Swingsation: Ella Fitzgerald With Chick Webb|Ella Fitzgerald|spotify:artist:5V0MlUE1Bft0mbLlND7FJz|Chick Webb|spotify:artist:7AgtFmxbJL1wDbp7yYrzQb|1998-01-01
spotify:track:1kPvyhybeg114W9k20032n|Personality|0.754|0.143|-16.507|0.0609|0.889|0.0|0.168|0.805|134.356|169626|41|False|Capitol Collectors Series|Johnny Mercer|spotify:artist:5cBHm2CXrbncYIDzrxF4Vi|The Pied Pipers|spotify:artist:5o8E07TcYqIefZpDejymAd|1989-01-01
spotify:track:41IShViF79gmulEkIHAjcb|The Game of Love (feat. Michelle Branch) - Main / Radio Mix|0.59|0.929|-3.236|0.0478|0.0714|0.000153|0.0598|0.674|119.818|254466|65|False|Shaman|Santana|spotify:artist:6GI52t8N5F02MxU0g5U69P|Michelle Branch|spotify:artist:5rScKX1Sh1U67meeUyTGwk|2002-09-30
spotify:track:1wK9cRMY8HBmRLiNm72MBG|It's a Sin|0.692|0.373|-12.201|0.027|0.909|4.35e-06|0.116|0.782|144.591|146080|50|False|The Essential Eddy Arnold|Eddy Arnold|spotify:artist:5QsUbpxSE8lCZ5ga5rnD22|||1996-06-18
spotify:track:56mK4C2K3WTQbzmAEDL5hq|Keep A Knockin' (But You Can't Come In)|0.744|0.298|-10.521|0.0531|0.604|0.276|0.0453|0.822|154.886|152533|0|False|At The Swing Cat's Ball|Louis Jordan & His Tympany Five|spotify:artist:62FPyLpIhmk27hBw6RHlhh|||1999-01-01
spotify:track:0PIl0KV0opolkF84Xc8BgH|Time Of The Season|0.488|0.651|-7.829|0.0355|0.0435|2.69e-06|0.153|0.684|116.758|212933|0|False|The EP Collection|The Zombies|spotify:artist:2jgPkn6LuUazBoBk6vvjh5|||1992-09-11
spotify:track:6Uakbxot0R9IgqrWWXppBF|Into Each Life Some Rain Must Fall - Remastered|0.568|0.121|-14.725|0.0555|0.987|0.0545|0.0887|0.431|130.16|194246|0|False|Love Songs of the 30s, 40s (Original Recordings Remastered)|The Ink Spots|spotify:artist:5bOsFzuJ6QZMr86ezC4oXY|||2012-09-07
spotify:track:3vAsKuS57rmojiQ6wmSWGf|If I Didn't Care - Single Version|0.536|0.0995|-17.742|0.0668|0.991|0.000779|0.103|0.349|90.826|185093|0|False|20th Century Masters: The Millennium Collection: Best Of The Ink Spots|The Ink Spots|spotify:artist:5bOsFzuJ6QZMr86ezC4oXY|||1999-01-01
spotify:track:1CSYeS9xHtuR2n813YFRa7|We Three|0.427|0.0992|-16.6|0.0389|0.994|1.23e-05|0.164|0.302|82.175|201266|0|False|The Ink Spots Retrospective|The Ink Spots|spotify:artist:5bOsFzuJ6QZMr86ezC4oXY|||2009
spotify:track:0fMNWqScRrbIHnXS6KpBhL|Bless You|0.457|0.125|-19.345|0.0351|0.993|0.002|0.11|0.477|105.246|168493|0|False|The Anthology|The Ink Spots|spotify:artist:5bOsFzuJ6QZMr86ezC4oXY|||1998-01-01
spotify:track:1SJ25NVOLxMSgyAoYnwavj|Address Unknown|0.532|0.197|-14.752|0.0459|0.986|0.000623|0.112|0.369|94.519|173026|0|False|The Anthology|The Ink Spots|spotify:artist:5bOsFzuJ6QZMr86ezC4oXY|||1998-01-01
spotify:track:5fvQ8rCY6pZAzc9cm1KT8f|We'll Meet Again|0.396|0.121|-19.266|0.0442|0.969|9.01e-05|0.262|0.253|83.898|191666|0|False|The Anthology|The Ink Spots|spotify:artist:5bOsFzuJ6QZMr86ezC4oXY|||1998-01-01
spotify:track:4f8hBeMXMvssn6HtFAtblo|El Paso|0.654|0.452|-9.709|0.03|0.835|2.89e-05|0.16|0.691|106.662|259306|65|False|Gunfighter Ballads And Trail Songs|Marty Robbins|spotify:artist:0Xi59sEw38vRvwleSAVqoo|||1959
spotify:track:0AQquaENerGps8BQmbPw14|Big Iron|0.726|0.474|-7.834|0.0491|0.803|0.0|0.258|0.57|116.027|235733|72|False|Gunfighter Ballads And Trail Songs|Marty Robbins|spotify:artist:0Xi59sEw38vRvwleSAVqoo|||1959
spotify:track:3eQwtgoiVKbaYuX0ITe2fU|Unforgettable|0.306|0.117|-18.713|0.0322|0.84|0.00527|0.121|0.142|74.319|207440|49|False|The Nat King Cole Story|Nat King Cole|spotify:artist:7v4imS0moSyGdXyLgVTIV7|||1991-01-01
spotify:track:4jttdXYIGUjWImdbTIQO1q|(Get Your Kicks On) Route 66|0.694|0.211|-15.276|0.0579|0.971|0.00102|0.154|0.416|146.422|174866|33|False|The Extraordinary|Nat King Cole|spotify:artist:7v4imS0moSyGdXyLgVTIV7|||2014-05-27
spotify:track:6fUDNcmsnnUVyOtEnA9xdC|Orange Colored Sky|0.535|0.24|-15.198|0.085|0.92|0.0|0.111|0.49|128.547|153866|60|False|The Nat King Cole Story|Nat King Cole|spotify:artist:7v4imS0moSyGdXyLgVTIV7|||1991-01-01
spotify:track:5MjAGtm2ihbBK9G30ZN3Ju|Dream A Little Dream Of Me|0.549|0.169|-13.433|0.0779|0.918|0.0|0.159|0.36|79.318|187693|0|False|Ella & Friends|Ella Fitzgerald|spotify:artist:5V0MlUE1Bft0mbLlND7FJz|Louis Armstrong|spotify:artist:19eLuQmk9aCobbVDHc6eek|1996-01-01
spotify:track:2L3b28m7WkjHrLMuBQxQvR|A Kiss To Build A Dream On|0.735|0.122|-11.4|0.0636|0.844|0.0|0.107|0.367|87.925|184493|0|False|All Time Greatest Hits|Louis Armstrong|spotify:artist:19eLuQmk9aCobbVDHc6eek|||1994-01-01
spotify:track:7cmI5N55E1nMoxfYJxqjw0|Maybe|0.376|0.0696|-19.733|0.0299|0.992|0.76|0.101|0.208|92.235|184826|34|False|Ink Spots Favorites|The Ink Spots|spotify:artist:5bOsFzuJ6QZMr86ezC4oXY|||1999-01-01
spotify:track:0XsbCr34semDxq0ZX84BCh|Easy Living|0.632|0.134|-17.029|0.0532|0.985|0.00126|0.285|0.618|89.088|181333|55|False|Billie Holiday Love Songs|Billie Holiday|spotify:artist:1YzCsTRb22dQkh9lghPIrp|||1996-01-30
spotify:track:45YtTdmH2PNKEnxN3uTZQy|(I Got Spurs That) Jingle, Jangle, Jingle|0.702|0.226|-13.417|0.0457|0.98|0.00102|0.0653|0.881|92.42|200066|54|False|Best Of The Big Bands|Kay Kyser & His Orchestra|spotify:artist:23NUp4EWSmMANtTosuwrGS|||1990-06-19
spotify:track:5RLzsVW6UNiV2YrOlKwzNN|Blue Moon - 1998 Digital Remaster|0.644|0.156|-16.529|0.0329|0.532|0.0|0.105|0.744|113.96|171426|60|False|Sinatra's Swingin' Session!!! And More (Remastered)|Frank Sinatra|spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0|||1961
spotify:track:4qQ8sToR3GNossXlwSlyKz|Ain't That A Kick In The Head - 1997 Remaster|0.68|0.258|-11.995|0.0554|0.627|0.0|0.293|0.781|132.056|147293|55|False|At The Movies|Dean Martin|spotify:artist:49e4v89VmlDcFCMyDv9wQ9|||2011-01-01
spotify:track:6MiL7u1hgPCXzLqqH3ehdW|Love Me As Though There Were No Tomorrow|0.221|0.253|-14.614|0.0279|0.75|3.71e-05|0.167|0.188|94.143|157733|0|False|Singles|Nat King Cole|spotify:artist:7v4imS0moSyGdXyLgVTIV7|||1992
spotify:track:3rLLRKNc2HvE4hkMYRe1RE|My Sugar Is So Refined|0.806|0.191|-9.527|0.0517|0.819|0.0|0.0579|0.551|109.802|162680|15|False|The Capitol Vaults Collection|Johnny Mercer & The Pied Pipers|spotify:artist:4wkOX932bi075VuynLZWDh|Paul Weston And His Orchestra|spotify:artist:3EVyH5tLgdq62aXTdKfzey|2011-01-01
spotify:track:628ZHvFEZSdHAbp99ghlPr|Grandma Plays The Numbers|0.718|0.665|-10.369|0.101|0.917|0.000675|0.11|0.751|79.725|159000|6|False|More Greatest Hits - Good Rockin' Tonight|Wynonie Harris|spotify:artist:4Imc3wiT22cuynvQNpXcVn|||1972
spotify:track:4EoUALVwY4i7U6uKRhk8hr|The Wanderer|0.605|0.544|-11.37|0.0682|0.823|0.00579|0.338|0.797|115.779|163626|59|False|The Best Of Dion & The Belmonts|Dion|spotify:artist:15FyiY3ChN0QRspHIQYq0W|||2005-01-01
spotify:track:5DTOOkooKFUvWj1XQTFa09|The End of the World|0.232|0.216|-10.674|0.0314|0.936|4.93e-06|0.246|0.432|94.268|157573|67|False|The Essential Skeeter Davis|Skeeter Davis|spotify:artist:5b2OzvLaL6nyxw5pbVbSdy|||1994-05-23
spotify:track:7EYea5rkgYsjMwm6gwmobx|Happy Times—from 1949 show “Inspector General”|0.426|0.0823|-16.24|0.0324|0.986|0.0787|0.204|0.3|92.165|165697|50|False|Bob Crosby and the Bobcats: The Complete Standard Transcriptions|Bob Crosby & The Bob Cats|spotify:artist:1EE8fj8itdenD88iAylcYh|||2004
spotify:track:1le5KVGTF1xWf2aUj7ruLy|Fallin' For You|0.644|0.834|-6.473|0.0275|0.156|0.0|0.112|0.593|117.043|215546|64|False|Breakthrough (Deluxe Edition)|Colbie Caillat|spotify:artist:6aZyMrc4doVtZyKNilOmwu|||2009
spotify:track:6TD08uig72h348vwgry0kq|All Day And All Of The Night|0.552|0.957|-5.0|0.108|0.455|0.000161|0.0665|0.533|136.975|141493|0|False|Pirate Radio|The Kinks|spotify:artist:1SQRv42e4PjEYfPhS0Tk9E|||2009-01-01
spotify:track:5nD9Ct9lrkhf88giN4LmJh|Your Disease|0.372|0.962|-2.977|0.0747|8.83e-06|0.905|0.361|0.49|159.954|237453|0|False|Moving Forward In Reverse: Greatest Hits|Saliva|spotify:artist:5S6hjAxgxjsLylsTtMIimO|||2010-01-01
spotify:track:1dRAq8O1tvv7SDur3W3aue|For You|0.318|0.958|-2.683|0.442|0.0603|4.68e-06|0.0981|0.3|163.089|206200|0|True|The Singles|Staind|spotify:artist:5KDIH2gF0VpelTqyQS7udb|||2006-11-10
spotify:track:4hHbeIIKO5Y5uLyIEbY9Gn|Come Fly With Me - Remastered 1998|0.574|0.338|-11.376|0.042|0.845|0.0|0.165|0.493|67.008|199093|70|False|Come Fly With Me (Remastered)|Frank Sinatra|spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0|||1958
spotify:track:2nQxJICWqqTFmHFyISjeAA|Crazy He Calls Me - Single Version|0.343|0.128|-14.76|0.054|0.863|5.06e-06|0.161|0.264|75.564|182426|0|False|The Complete Commodore/Decca Masters|Billie Holiday|spotify:artist:1YzCsTRb22dQkh9lghPIrp|||2009-01-01
spotify:track:2KgqyYJVg1QRc4qAgo6eUG|Civilization (Bongo, Bongo, Bongo)|0.723|0.285|-12.78|0.323|0.637|0.0|0.102|0.885|76.871|180733|8|False|The Very Best Of Danny Kaye|Danny Kaye|spotify:artist:4r6DXcqtllstKwEx3ndKMj|The Andrews Sisters|spotify:artist:2NCGI6dLTxLdI9XHdv7QfM|1994-01-01
spotify:track:4g0RZzAvzqOaVZcpuIHvra|Blue Skies|0.465|0.277|-10.191|0.105|0.883|0.0|0.465|0.568|159.202|223853|0|False|The Very Best Of The Irving Berlin Songbook|Ella Fitzgerald|spotify:artist:5V0MlUE1Bft0mbLlND7FJz|"Harry ""Sweets"" Edison"|spotify:artist:4rZoL92ShDgN9SLLg4OPPN|2007-01-01
spotify:track:0rqxIyevWUreUBe9A8jvW6|Singin' In the Rain|0.383|0.221|-15.761|0.0349|0.87|5.21e-05|0.166|0.494|135.68|256160|0|False|Singin' in the Rain (Original Motion Picture Soundtrack)|Gene Kelly|spotify:artist:1mhlGWeiNrWnhJJc2EufYk|||2012-01-23
spotify:track:6Pb6FbiOoD8o5XvFJE6NAy|Make 'Em Laugh|0.632|0.605|-11.519|0.0997|0.682|2.13e-05|0.506|0.699|78.898|198066|0|False|Singin' in the Rain (Original Motion Picture Soundtrack)|Donald O'Connor|spotify:artist:6JGPCu8A5iBnvYuGx5vKP0|||2012-01-23
spotify:track:1sSLIYNgwa5yAFglLYMed3|Good Morning|0.444|0.42|-9.85|0.0495|0.723|3.77e-05|0.123|0.507|105.751|254440|0|False|Singin' in the Rain (Original Motion Picture Soundtrack)|Gene Kelly|spotify:artist:1mhlGWeiNrWnhJJc2EufYk|Debbie Reynolds|spotify:artist:4Zf0pLGYwNB86Y97kisvkn|2012-01-23
spotify:track:2WaYW84yWij5NSCpgSeU2R|You Make Me Feel So Young - Remastered 1998|0.577|0.306|-11.559|0.0427|0.383|0.0|0.18|0.568|125.166|177400|67|False|Songs For Swingin' Lovers! (Remastered)|Frank Sinatra|spotify:artist:1Mxqyy3pSjf8kZZL4QVxS0|||1956-03
spotify:track:0aiaGCIbyAXz4C4rykxJSe|Heaven|0.384|0.841|-5.646|0.119|0.264|0.000271|0.281|0.792|188.097|229186|0|False|How Far Is Heaven: The Best Of Salvador|Salvador|spotify:artist:5tY3r3cwn4hBs4zpWLTRnR|||2009-02-03
spotify:track:3Ti0GdlrotgwsAVBBugv0I|Can I Kick It?|0.848|0.666|-6.547|0.274|0.173|0.000699|0.129|0.744|96.662|251573|74|False|People's Instinctive Travels and the Paths of Rhythm (25th Anniversary Edition)|A Tribe Called Quest|spotify:artist:09hVIj6vWgoCDtT03h8ZCa|||1990-04-17
spotify:track:7kGNhBIxjRktW7TrnUMBUw|I Can't Go For That (No Can Do) - (Original Version) - Remastered|0.889|0.462|-8.768|0.0356|0.0379|0.00236|0.0356|0.966|110.586|307173|0|False|Dance Vault Remixes - I Can't Go For That (No Can Do)|Daryl Hall & John Oates|spotify:artist:77tT1kLj6mCWtFNqiOmP9H|||2006-02-05
spotify:track:3LGxef3inmn5jMLGDz9lqw|Send My Love (To Your New Lover)|0.69|0.524|-8.39|0.103|0.0415|3.16e-06|0.17|0.562|164.023|223080|1|False|Send My Love (To Your New Lover)|Adele|spotify:artist:4dpARuHxo51G3z768sgnrY|||2016-05-16
spotify:track:71OeleUvvObLd3jnN8DhwU|Headhunter V1.0|0.846|0.888|-8.74|0.0618|0.00152|0.582|0.0992|0.833|123.028|301240|0|False|FRONT BY FRONT|Front 242|spotify:artist:2tyMOS8xKREgpEwHnLc6EX|||1988
spotify:track:2PsEMYGjL5Gnvv3kC8ZDUU|Lips Like Sugar|0.461|0.828|-10.413|0.0424|0.2|0.000301|0.808|0.619|130.354|295560|11|False|Me, I'm All Smiles|Echo & the Bunnymen|spotify:artist:0fgYKF9Avljex0L9Wt5b8Z|||2006-09-18
spotify:track:14v8Z7ou5uB8lmMgmzwtrV|Clone Your Lover|0.541|0.921|-6.861|0.0354|9.73e-05|0.103|0.0967|0.387|115.014|228933|0|False|100 Gothic & Industrial For Vampires & Halloween|Zeromancer|spotify:artist:0tQn2q1TIEenLgodtb8Nhx|||2010-09-01
spotify:track:4suxjp5lx3gNQxuEeC1AhC|Swamped|0.464|0.842|-4.077|0.0405|0.00035|0.0196|0.111|0.281|142.126|240400|0|False|Comalies (Deluxe Edition)|Lacuna Coil|spotify:artist:4OAddazJM576euUnFSvXSL|||2002
spotify:track:5Z8kUbnUQqBUzM5FsBNOAl|You Gotta Be|0.663|0.753|-7.061|0.0379|0.176|0.0|0.105|0.484|94.06|240066|57|False|Supernatural|Des'ree|spotify:artist:73ZPfpfg1LBVvDEArK4l5B|||1998-06-29
spotify:track:4RvWPyQ5RL0ao9LPZeSouE|Everybody Wants To Rule The World|0.645|0.795|-12.095|0.0527|0.347|0.00389|0.104|0.535|112.067|251488|86|False|Songs From The Big Chair (Super Deluxe Edition)|Tears For Fears|spotify:artist:4bthk9UfsYUYdcFyqxmSUU|||1985-02-25
spotify:track:3i18dmoH6qfcfFG7ctRlFL|Out Of My Heart|0.533|0.909|-3.922|0.0351|0.00523|5.49e-06|0.337|0.545|123.425|243786|34|False|Into Your Head|BBMAK|spotify:artist:7y1GT7SdgGiFLWoktv2TSw|||2002-01-01
spotify:track:044fQJmT2fZUYcA3BnaOL2|I Can't Wait|0.774|0.787|-6.109|0.0555|0.227|0.00234|0.124|0.956|103.69|220386|0|False|Son Of Rambow (Music From The Motion Picture)|Nu Shooz|spotify:artist:2The4Ur661sLPGndcUuuLu|||2007
spotify:track:39tLc4Xp58Lu4KcWHggeE2|Closer|0.559|0.725|-8.631|0.0426|0.000365|0.553|0.112|0.501|90.012|373306|0|True|The Downward Spiral|Nine Inch Nails|spotify:artist:0X380XXQSNBYuleKzav5UO|||1994-03-08
spotify:track:2IHis3G514vLfCnJUjkW21|Set Me On Fire|0.495|0.917|-3.142|0.116|0.0725|0.0|0.192|0.515|95.153|217689|31|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:3UMuQCHQPTP30xEjLzoHAQ|Magnetic|0.595|0.87|-3.969|0.0839|0.121|0.0|0.185|0.745|90.079|221348|35|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:5kOPDvWmYWTAhv5sve6Obf|Traitor|0.455|0.898|-3.676|0.196|0.0797|0.0|0.156|0.65|168.097|179549|26|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:2XJyadSaiViWsXb0U4uqne|Head Under Water|0.538|0.856|-5.024|0.0637|0.00882|0.0|0.41|0.272|121.009|170856|26|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:2b74biv8TXnBxDqexUXxYM|Sober Serenade|0.37|0.933|-4.173|0.432|0.0173|9.14e-05|0.345|0.425|143.052|226659|35|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:5Zb4y60TKTNbeKYvxiYj4s|Thread|0.306|0.93|-1.696|0.118|0.113|3.83e-06|0.289|0.389|167.149|170680|25|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:1TgE1eqQuXPdZ9N2WEGdnr|Marionette|0.383|0.852|-3.713|0.058|0.0612|0.0|0.104|0.35|164.027|227135|41|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:4p2bIczE3JIWrtWCu7Sde2|Well of Lies|0.389|0.875|-3.65|0.113|0.00141|0.0|0.356|0.242|140.241|273560|25|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:1JmcG30gfvey8aSwnOsjXJ|City Kids|0.569|0.64|-9.638|0.0382|0.0394|1.89e-05|0.128|0.0964|96.987|232433|34|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:0rUGCsNsKjBu0RLzsDiCY4|Blue Roses|0.564|0.863|-4.366|0.0475|0.000582|0.0|0.374|0.513|118.105|196994|32|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:3MF7do8iKYkEBNc4lKfT7E|Home|0.341|0.739|-3.189|0.0614|0.0919|1.02e-05|0.0881|0.281|148.923|170476|34|False|Between The Stars|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2014-09-16
spotify:track:6SOzNLaZF6gHGgh7qU56hE|Fire Fire|0.419|0.906|-4.464|0.0448|0.0037|0.00139|0.13|0.337|174.062|181906|52|False|New Horizons|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2012-01-01
spotify:track:1AxdkK4JqNuo9wNeqgD24Q|Cage On The Ground|0.473|0.892|-3.577|0.0408|0.000176|0.0|0.148|0.416|128.93|213893|41|False|New Horizons|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2012-01-01
spotify:track:6GMcilaph0VhFnFm05TRNJ|Great Love|0.504|0.871|-4.154|0.0356|0.0116|2.04e-06|0.204|0.379|133.021|220840|41|False|New Horizons|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2012-01-01
spotify:track:0Y49LzeAMa6lyrK2s62v5c|Bury Your Heart|0.508|0.857|-5.182|0.0383|0.00116|3.62e-05|0.0992|0.316|125.95|214733|40|False|New Horizons|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2012-01-01
spotify:track:2W6xLXgSiCg8tarbPj4ssc|Freedom|0.451|0.97|-2.924|0.0821|0.000123|0.0|0.299|0.385|121.0|199093|33|False|New Horizons|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2012-01-01
spotify:track:67IcKElEdA7nx5PHfW6tI5|Saving Grace|0.448|0.948|-3.903|0.039|8.94e-05|0.000373|0.073|0.331|152.054|224426|35|False|New Horizons|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2012-01-01
spotify:track:1GAQRqxhTGom3vX6LY5N3H|Stand|0.428|0.934|-4.186|0.0436|0.000268|0.0|0.145|0.262|140.058|220160|32|False|New Horizons|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2012-01-01
spotify:track:0mGefmMPY0MsG2fyOztKml|Green Heart|0.443|0.994|-3.059|0.115|4.65e-05|0.0|0.441|0.224|123.003|163080|32|False|New Horizons|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2012-01-01
spotify:track:72IYthveqVwcctA5yrGNKL|Broken Wings|0.359|0.862|-4.172|0.0369|0.00288|0.131|0.253|0.288|166.177|214173|40|False|New Horizons|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2012-01-01
spotify:track:0LrG37DcJCFbK8UuKhhCGB|Justice & Mercy (Violent Love Version)|0.45|0.577|-7.787|0.035|0.138|9.56e-06|0.153|0.588|118.964|159906|33|False|Remember To Live|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2010-01-01
spotify:track:4LqWGyObfPHwYVTzMSpZsA|Okay|0.681|0.817|-5.532|0.0303|0.154|0.0|0.143|0.486|123.488|143946|38|False|Remember To Live|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2010-01-01
spotify:track:2CcpyG2gyFmmlaIE0sO27o|Amy Says|0.508|0.877|-5.416|0.0275|0.0217|5.07e-05|0.124|0.444|149.015|217946|36|False|Remember To Live|Flyleaf|spotify:artist:4IliztYDlfMvzQzbx50o60|||2010-01-01
